,Twitter Query: lang:es -filter:retweets -filter:replies @GobIzcalli,,,,,,,,,,,,,,,,,,,
20/04/2022 20:13,@den_025,Denisse Garcia,"📌 Taller Emprender es POSiBLE-Estado de México, realizado el día de hoy en #Izcalli. 🤝 El trabajo coordinado @GobIzcalli e @IM_Emprendedor es lo q fortalece y da más herramientas a nuestros emprendedores para crecer y fortalecer sus negocios. 💻 Unidad de Atención Empresarial RT @GobIzcalli: A través del Departamento de Promoción de la Inversión y el Emprendimiento, llevamos a cabo un taller, impartido por Lizbeth Salazar, Coordinadora de la Convocatoria POSiBLE 2022, el cual es un programa que busca promover la cultura del emprendimiento.",1516948302247477248,https://twitter.com/gobizcalli/status/1516883551521751044,https://pbs.twimg.com/media/FQ0NjIOXsAMe1Vy.jpg,,0,0,Twitter for iPhone,831,229,4,,5/14/2012,Estado de Mexico,🤝 Unidad de Atención Empresarial del Gobierno municipal de #Izcalli 🦁 Club de Leones #Izcalli,,,View
20/04/2022 19:22,@NDP_Noticias,NDP Noticias,"El @GobIzcalli, que preside @KarlaFiesco, acercan a mujeres y hombres emprendedores el programa “POSiBLE” de la Fundación @Televisa, con el fin de que su talento y compromiso en la creación de empresas escalables y de alto impacto.",1516935277947895810,https://www.ndpnoticias.com/?p=2601,,,0,0,Twitter for iPhone,1627,1862,4,,3/28/2017,"Atizapán de Zaragoza, México",,https://ndpnoticias.com,,View
20/04/2022 18:20,@JornadaEdomex,La Jornada Estado de México,"Destacó que son 50 comerciantes y por lo menos 30 se dedican a la venta de alimentos, bebidas y alcohol, todos los sábados y domingos, de 9 de la mañana, hasta las 17:00 horas en @GobIzcalli.",1516919788429217792,https://lajornadaestadodemexico.com/el-lago-de-guadalupe-es-la-cantina-mas-grande-de-cuautitlan/,,,0,0,Twitter Web App,2820,18,46,✅,9/15/2020,Toluca,"La Jornada inicia en el Estado de México una labor informativa, consecuente con los valores fundamentales de nuestro país.",https://lajornadaestadodemexico.com/,,View
20/04/2022 18:11,@Factorcambio1,Diario Factor de Cambio,GOBIERNO DE IZCALLI PONE EN MARCHA TRABAJOS DE REMODELACIÓN EN EL CAS PADRE CHINCHACHOMA #CuautitlanIzcalli @mizcalli @GobIzcalli @KarlaFiesco @SPublicaIzcalli @FESC_UNAM @CuautitlanMX,1516917500327378944,https://factordecambio.net/gobierno-de-izcalli-pone-en-marcha-trabajos-de-remodelacion-en-el-cas-padre-chinchachoma/,,,0,1,Twitter Web App,370,741,1,,7/17/2019,Estado de México,Noticias del #Edomex y de #México La información correcta en el momento preciso. #Soyfactordecambio,https://factordecambio.net,,View
20/04/2022 17:01,@ivangelgv,Angello G.,"Puro naco árboles y aquí en @GobIzcalli todos los gobiernos siempre lo han permitido. Nacos también. RT @Alice_mostrita: En #Izcalli es más sencillo que te permitan poner negocios en casa-habitación, invadir las calles y el espacio público que talar árboles. Ayer una vecina tiró 3 árboles que llevaban 18 años y La patrulla cuidándola 😡 @izcaheroes @KarlaFiesco @GobIzcalli @izcalliciudadan",1516899986503520258,https://twitter.com/alice_mostrita/status/1516819011127848963,https://pbs.twimg.com/media/FQzS2WqXsAk7L4o.jpg,,0,1,Twitter for iPhone,223,1172,1,,4/4/2017,World,Todólogo.,,,View
20/04/2022 16:30,@ArturoOscoy,Arturo Contreras,"#Seguridad Todo listo para ""Un Día con tu Policía"" en Lomas de Cuautitlán #Izcalli Organiza el @GobIzcalli 👇🏽",1516892158359486475,https://el-corresponsal.com/todo-listo-para-un-dia-con-tu-policia-en-lomas-de-cuautitlan/,,,0,2,Twitter for Android,196,774,0,,7/30/2012,Edomex,Trabajando en lo que más me gusta.,http://www.el-corresponsal.com,,View
20/04/2022 15:20,@den_025,Denisse Garcia,"✅ Junto con la Presidenta Municipal @KarlaFiesco recibimos a @gilbertosauzamx Presidente de @Concaem con la finalidad de realizar trabajos colaborativos, en diversos ámbitos que beneficien a las familias Izcallenses. 💻 Unidad de Atención Empresarial de @GobIzcalli RT @gilbertosauzamx: Con la Presidenta Municipal @KarlaFiesco e integrantes del gabinete de #CuautitlánIzcalli, planteamos fortalecer el trabajo colaborativo entre el sector económico y los municipios de la región en diversos ámbitos.",1516874389060530177,https://twitter.com/gilbertosauzamx/status/1516522273758449664,https://pbs.twimg.com/media/FQuw5hfXMAYmgvc.jpg,,0,0,Twitter for iPhone,831,229,4,,5/14/2012,Estado de Mexico,🤝 Unidad de Atención Empresarial del Gobierno municipal de #Izcalli 🦁 Club de Leones #Izcalli,,,View
20/04/2022 14:36,@ContinuamosMX,Continuamos Mx,GOBIERNO DE CUAUTITLÁN IZCALLI ANUNCIA VACUNACIÓN MASIVA CONTRA COVID-19  #Izcalli #CuautitlánIzcalli @KarlaFiesco @GobIzcalli #Salud #Vacunación,1516863486625828872,https://continuamos.mx/?p=35880,,,0,0,Twitter for iPhone,10724,8957,78,,12/27/2010,México,Diario digital; Periodismo libre/plural #Edomex #CDMX c/ Ediciones impresas; en Facebook ContinuamosMx Edición Digital en http://issuu.com/ContinuamosMx,http://www.continuamos.mx,,View
20/04/2022 14:23,@revista_pendulo,péndulo_revista,Cuautitlán Izcalli habilita 5 sedes para la vacunación masiva contra covid-19  @GobIzcalli #COVID19,1516860133111779328,https://www.pendulonline.com/cuautitlan-izcalli-habilita-5-sedes-para-la-vacunacion-masiva-contra-covid-19/,https://pbs.twimg.com/media/FQz4P8dWYAgqZCv.jpg,,0,0,Twitter for Android,1484,739,7,,2/23/2010,México,Cuenta Oficial de la Revista Péndulo.,http://www.pendulonline.com,,View
20/04/2022 14:06,@fsllarena,FELIPE,"Le cumplimos al @GobIzcalli impartiendo el primero de tres talleres que solicitaron, hoy tocó el de “Auditoría Financiera”. Muchísimas gracias a la presidenta municipal @KarlaFiesco por hacer equipo con el @IHAEM_ #JuntossomosmasFuertes",1516855963382427652,,https://pbs.twimg.com/media/FQz0dL4XoAQDGYV.jpg,,1,4,Twitter for iPhone,1073,2059,1,,3/17/2011,Edo mex,"Lo más difícil en la vida, es hacértela fácil. De los @packers 🧀 y del @ClubAmerica 🦅desde tiempos inmemoriales. A darle, que no hay de otra!!",,,View
20/04/2022 13:41,@IHAEM_,IHAEM,"Capacitamos a servidores públicos del municipio de @GobIzcalli, con el Taller “Auditoría Financiera”. Para el IHAEM es un gusto capacitarlos en sus municipios y así lograr #FinanzasFuertes.",1516849504531714048,,https://pbs.twimg.com/media/FQzukzuWYAI0woq.jpg,,2,8,Twitter for iPhone,6756,274,24,,1/30/2013,"Toluca, Estado de México",Instituto Hacendario del Estado de México Secretaría de Finanzas Gobierno del Estado de México. Calle Federalismo No 103 Santiago Tlaxomulco Tel 722.236.0540,http://www.ihaem.edomex.gob.mx/,,View
20/04/2022 12:01,@RadionautaM,RadioNauta Mix,RN noticias por RadioNauta mix @KarlaFiesco @pan_edomex @PRI_EDOMEX @CIzcalli_EdoMex @GobIzcalli,1516824436774735874,,pic.twitter.com/onHlpUr3qg,,0,0,Twitter for iPhone,5,18,0,,1/8/2022,,"RadioNauta Mix una media de comunicación, comparten nuevos talentos , música , noticas ,política, viajes, espectáculos,autos,sorteos ,promociónes",,,View
20/04/2022 11:40,@Alice_mostrita,Calaca huesos anchos,"En #Izcalli es más sencillo que te permitan poner negocios en casa-habitación, invadir las calles y el espacio público que talar árboles. Ayer una vecina tiró 3 árboles que llevaban 18 años y La patrulla cuidándola 😡 @izcaheroes @KarlaFiesco @GobIzcalli @izcalliciudadan",1516819011127848963,,https://pbs.twimg.com/media/FQzS2WqXsAk7L4o.jpg,,5,7,Twitter for iPhone,153,538,1,,4/25/2010,,Ya no me defino por qué siempre la cago.,,,View
20/04/2022 11:34,@carpmufi,🅒-🅝🅘🅚🅚🅞 🇷🇺,"Tengo una pregunta. ¿Que puesto ocupa en @GobIzcalli , porque hasta donde yo recuerdo se le contrato para presidente municipal de #Izcalli ? RT @KarlaFiesco: Estimadas vecinas y vecinos, les invito a mantener limpias nuestras calles y alcantarillas. Operagua sigue trabajando en la prevención de inundaciones. #SomosFuturo",1516817611689930754,"https://twitter.com/KarlaFiesco/status/1516793082364182530
https://twitter.com/operaguaizcalli/status/1516478448037818376",,,0,1,Twitter for Android,219,338,0,,6/11/2014,,,,,View
20/04/2022 10:31,@Haparq2,Haparq2,Que van a hacer para reducir significativamente la inseguridad en #Izcalli @KarlaFiesco @GobIzcalli? Prometiste mucho y no vemos resultados🙌 Funcionarios inútiles a la calle‼️ RT @pizcalli: 📈👉🏻Crece 9% percepción de inseguridad en #Izcalli Detalles:,1516801704712302596,"https://twitter.com/pizcalli/status/1516799277376458765
https://periodicodeizcalli.com/crece-9-percepcion-de-inseguridad-en-izcalli/",,,0,2,Twitter for iPhone,815,1063,0,,3/17/2014,Cuautitlán Izcalli Edo. de Méx,Asociación Civil de Residentes de Hacienda del Parque 2a Sección. Trabajamos para convertir nuestro fraccionamiento en Un Lugar Mejor para Vivir.,http://www.haparq2.org,,View
20/04/2022 09:12,@f_IsAb3L,isabell,¿Cómo está la inseguridad en Cuautitlán izcalli? @GobIzcalli @KarlaFiesco,1516781896734322697,https://www.proceso.com.mx/nacional/2022/4/19/cuautitlan-izcalli-fresnillo-zacatecas-las-ciudades-con-mayor-percepcion-de-inseguridad-inegi-284539.html,,,1,0,Twitter for Android,14,83,0,,2/3/2016,,,,,View
19/04/2022 23:32,@liliamendoza_,LILIA MENDOZA,Tristemente nuestra realidad @GobIzcalli @izcaheroes @KarlaFiesco @IzcalliDenuncia @mizcalli @pizcalli @CuautitlanMX RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA : 🔴 Fresnillo 97.1% 🔴 Ciudad Obregón 94.1% 🔴 Zacatecas 91.7% 🔴 Cuautitlán Izcalli 89.5% 🔴 Irapuato 87.6% 🔴 Guadalajara 87.1% Las ciudades con menor percepción de inseguridad 👇🏻,1516636002059755529,https://twitter.com/azucenau/status/1516394400506593281,,,2,0,Twitter for Android,1133,729,13,,10/17/2010,,ACTRIZ por Vocación y Convicción Manager: @SKripstein http://www.SKrpr.com Demo: https://youtu.be/Q8g95IId-GA Instagram: @liliamendoza_,,,View
19/04/2022 21:52,@Jedimx76,Jedimx,Y en noticias que @OmarTapiamx @periodicoAQUI @noticiazonacero @KarlaFiesco y @GobIzcalli hoy prefirieron callar...,1516610711211982855,,https://pbs.twimg.com/media/FQwVZ6AWUAYjq0q.jpg,,0,0,Twitter for Android,164,138,7,,5/5/2011,19°25′58″N 99°08′00″W,El décimo hombre. Veritas odium parit,,,View
19/04/2022 21:14,@ArturoOscoy,Arturo Contreras,#DeUltimaHora Rezagados podrán vacunarse contra #COVID19 en #Izcalli @GobIzcalli dió a conocer 5 sedes 👇🏽,1516601270798360582,https://el-corresponsal.com/rezagados-podran-vacunarse-contra-covid19-en-izcalli/,,,0,0,Twitter for Android,196,774,2,,7/30/2012,Edomex,Trabajando en lo que más me gusta.,http://www.el-corresponsal.com,,View
19/04/2022 21:13,@ObservatorioM19,Observatorio Metropolitano,La mayor percepción de #inseguridad en los municipios del @edomex según la encuesta #ENSU del @INEGI_INFORMA son @GobIzcalli en primer lugar de @KarlaFiesco le siguen @TolucaGob @Ecatepec @GobNau @Gob_Tlalne @GobAtizapan @GobNeza #chimalhuacán,1516600875644604423,http://bit.ly/3L2Ccae,,,0,0,Twitter for Android,327,931,5,,6/20/2020,"Cuautitlán Izcalli, México",Periodismo crítico en el Valle de México,,,View
19/04/2022 21:02,@VisionUrbanaMX,Visión Urbana,"Cuautitlán #Izcalli Nuevas fechas de vacunación en la localidad, a partir de este 21 de Abril, revisa las sedes que serán en DIF e instalaciones del Gobierno Municipal @GobIzcalli Es para quienes les haga falta completar su cuadro de vacuna contra el #COVID19. @KarlaFiesco",1516598069726392320,,https://pbs.twimg.com/media/FQwJ59UXIAQeFJK.jpg,,0,0,Twitter for iPhone,5792,5868,40,,5/28/2010,Valle de México,Información y Noticias del Valle de México. Síguenos en Facebook https://www.facebook.com/VisionUrbanaMX,http://www.vision-urbana.com.mx,,View
19/04/2022 20:38,@noticiazonacero,Zona Cero Noticias Edoméx,"#ZCN | El @GobIzcalli informó que a partir del 21 de abril habrá vacunas contra Covid-19 para rezagados, se les aplicará AstraZeneca.",1516592101852471298,,https://pbs.twimg.com/media/FQwEeqmWYAciKKD.jpg,,0,2,Twitter for Android,12173,445,62,,1/28/2013,Estado de México,Portal web con las noticias y los hechos más relevantes ocurridos en el norte del Estado de México.,http://www.zonaceronoticias.com.mx,,View
19/04/2022 17:17,@sofyaar10,Sofya,"Que triste, el tercer lugar más inseguro del país @GobIzcalli @Edomex",1516541495511187460,,https://pbs.twimg.com/media/FQvWcUFXsAEh1Nv.jpg,,0,0,Twitter for Android,29,180,0,,6/26/2016,,,,,View
19/04/2022 16:30,@den_025,Denisse Garcia,📌 MAÑANA 20 de Abril. 📍 Nos vemos en #Izcalli para el Taller Emprender es POSiBLE-Estado de México! 🙋🏻‍♀️🚀🙋🏻‍♂️ 📱Regístrate en:  #DirecciónDesarrolloEconómico del @GobIzcalli 💻 Unidad de Atención Empresarial. RT @IM_Emprendedor: ¡Participante de POSiBLE-Estado de México!🙋🏻‍♀️🚀🙋🏻‍♂️ ¿Tienes dudas sobre cómo llenar tu modelo de negocio?📝 🗓Asiste este 20 de abril 2022 a las 11:00 horas en 📌#CuautitlánIzcalli y define cada detalle de tus ideas emprendedoras. 📱Registro en:  #IMEInforma,1516529644186619915,"https://bit.ly/talleres_posible
https://twitter.com/im_emprendedor/status/1516472246990221317",https://pbs.twimg.com/media/FQuXeH0VIAE0Z4Q.jpg,,0,0,Twitter for iPhone,831,229,4,,5/14/2012,Estado de Mexico,🤝 Unidad de Atención Empresarial del Gobierno municipal de #Izcalli 🦁 Club de Leones #Izcalli,,,View
19/04/2022 16:25,@paoviteb,Paola Vite,Esta tarde participé en la Tercera Sesión Ordinaria del #COPLADEMUN de @GobIzcalli en la que se informó sobre la aprobación del PDM 2022-2024 por parte del H. Ayuntamiento y su publicación en Gaceta Municipal. Gracias Presidenta @KarlaFiesco por la invitación. #MunicipiosFuertes,1516528498676047882,,https://pbs.twimg.com/media/FQvKnxnX0BAAgjP.jpg,,10,12,Twitter for Android,1118,1023,3,,1/14/2019,,Directora General del Comité de Planeación para el Desarrollo del Estado de México @copladem,,,View
19/04/2022 14:23,@izcalliciudadan,izcalliciudadano,"K @KarlaFiesco en Ensueños nos van a dejar sin parques, banquetas y calles. Todos empiezan, los dejan, ñse instalan, nadie los quita Urge orden @GobIzcalli",1516497858354110473,,https://pbs.twimg.com/media/FQuuvdFXoAARktf.jpg,,1,1,Twitter for Android,6425,390,33,,2/6/2012,México,"Red ciudadana que marca la diferencia entre Indignos e Indignados, como decía Galeano. No doy RT a insultos.",,,View
19/04/2022 13:08,@osgo2603,Oscar Gomez,"Que triste noticia, espero que nuestras autoridades municipales y estatales hagan algo @GobIzcalli @KarlaFiesco @izcaheroes @pizcalli @ RT @azucenau: Las ciudades con mayor percepción de inseguridad según el @INEGI_INFORMA : 🔴 Fresnillo 97.1% 🔴 Ciudad Obregón 94.1% 🔴 Zacatecas 91.7% 🔴 Cuautitlán Izcalli 89.5% 🔴 Irapuato 87.6% 🔴 Guadalajara 87.1% Las ciudades con menor percepción de inseguridad 👇🏻",1516478871406850048,https://twitter.com/azucenau/status/1516394400506593281,,,1,2,Twitter for Android,5,68,0,,5/5/2015,"Cuautitlán Izcalli, México",,,,View
19/04/2022 13:06,@AntonioCataro59,Antonio Estudillo.,Pero acá en @edomex @EdoMexAzul @PRI_EDOMEX @EdoMex__Morena @GobIzcalli @EdoMexAzul @GobAtizapan @Gob_Tlalne no les interesa. RT @Ecogranjero: La importancia de los árboles,1516478471647621127,https://twitter.com/Ecogranjero/status/1516461878289051650,https://pbs.twimg.com/media/FQuOCpGX0AgTEfi.jpg,,0,0,Twitter for Android,641,581,14,,6/28/2012,www.elpoderdelapalabra.com.mx,"Profesor de economía y practicante de aikido. Gusto por la literatura, jazz, rock progesivo. Y triatleta, ya qué.🏊🚴🏃",http://todo-esta-en-todo.webnode.mx,,View
19/04/2022 10:12,@izcaheroes,Izcaheroes 🇲🇽,Realizamos una encuesta donde 221 personas participaron y así opinaron de los primeros #100diasdegobierno de @KarlaFiesco en @GobIzcalli #izcalli #somosfuturo #edomex Aquí los resultados 👇👇 RT @izcaheroes: @KarlaFiesco @ErickCuencaG 100 días de la administración de Karla Leticia Fiesco... cómo calificarías estos días.,1516434519078977537,https://twitter.com/izcaheroes/status/1515906278459121664,,,0,0,Twitter for Android,6779,6053,52,,10/6/2012,"Cuautitlán Izcalli, México","Cuenta ciudadana dé denuncias, Creadores de la campaña #VecinoResponsable en Izcalli, desde 2018 dejamos de representar a la colonia Niños Héroes.",,,View
19/04/2022 09:34,@erasmodjmix,erasmo sa,Izcallinfierno se adjudicó una persona que solo le interesa ser artista....@izcaheroes @Ej_SanIsidro @GobIzcalli RT @0_leviatan: ¿Sicierto que usted más se la pasa tomándose fotos barriendo y piensa que eso ya es gobernar doñita @KarlaFiesco ?,1516425020691595274,"https://twitter.com/0_leviatan/status/1516104438900879360
https://twitter.com/KarlaFiesco/status/1516084858409336837",,,2,3,Twitter for Android,147,1984,0,,1/6/2015,,,,,View
19/04/2022 08:58,@ObservatorioM19,Observatorio Metropolitano,"#Encuesta #Izcalli Los 125 gobiernos municipales del #Edomex cumplieron sus primeros 100 días, por ello, ¿Cómo calificas la administración de @KarlaFiesco García en @GobIzcalli? @joannaftorres @AnaBalderasMx @PacoRojasDip @soypacosantos @JORGEGA90040118",1516415835115565056,https://www.facebook.com/100241631454173/posts/524333119045020/,https://pbs.twimg.com/media/FQtkKmzX0AIP3Y7.jpg,,0,0,Twitter for Android,325,931,5,,6/20/2020,"Cuautitlán Izcalli, México",Periodismo crítico en el Valle de México,,,View
19/04/2022 07:38,@BlastorSantilla,Blastor_Oficial,Buen día. Excelente martes! #EsElBlas 🔥🎤👊🏽 #Rap #HipHop @GobIzcalli #Spotify,1516395793447534597,https://youtu.be/mcZd9hdMONs,,,0,1,Twitter for iPhone,580,88,1,,10/4/2011,,"BLASTOR un mc y representante del hip hop méxicano,quien en sus letras plasma tematicas sociales y personales.",https://open.spotify.com/artist/0KWXFDWCPP2FWmaH0AJx6V?si=u6sI18DlRtKNDNLr0JhOwQ,,View
19/04/2022 01:06,@izcaheroes,Izcaheroes 🇲🇽,Les dejamos esto @GobIzcalli @KarlaFiesco #izcalli #edomex #somosfuturo RT @izcaheroes: @KarlaFiesco @ErickCuencaG 100 días de la administración de Karla Leticia Fiesco... cómo calificarías estos días.,1516297242893770756,https://twitter.com/izcaheroes/status/1515906278459121664,,,0,1,Twitter for Android,6778,6053,0,,10/6/2012,"Cuautitlán Izcalli, México","Cuenta ciudadana dé denuncias, Creadores de la campaña #VecinoResponsable en Izcalli, desde 2018 dejamos de representar a la colonia Niños Héroes.",,,View
