Username;Location;Bio;User Since;Followers;user_friends;Favorites;Verified;Date;Tweet Text;Source;is_retweet;Column1
Plana Mayor;Toluca;Información, análisis y crítica de la vida política del Estado de México para la adecuada toma de decisiones del entorno social. Democraticemos los medios.;2/2/2011;4048;381;112;FALSE;2/2/2011;"#Edomex | El Gobierno @Edomex obsequiará medio millón de juguetes a menores de escasos recursos;@fercastillodm entregó 5 vales de juguetes a los Sistemas Municipales de Almoloya de Juárez, Atlacomulco, Chimalhuacán, Cuautitlán y Luvianos. #PlanaMayor";Hootsuite Inc.;FALSE;
JuicioTv;;Encuéntranos en Facebook como JuicioTv. https://www.facebook.com/juiciotv;23/2/2021;23;26;0;FALSE;23/2/2021;#JuicioTv #MaltratoAnimal #Cuautitlan En Cuautitlán un juez decidió vincular a proceso por el delito de maltrato animal a Jorge y Julio César, dos presuntos carniceros señalados por vecinos de matar perros para vender la carne a taquerías;WordPress.com;FALSE;
Secretariado Ejecutivo;Metepec, Estado de México.;Secretariado Ejecutivo del Sistema Estatal de Seguridad Pública del Estado de México.;21/5/2014;12075;625;39;FALSE;21/5/2014;La #Escopetarra estuvo presente en #Cuautitlán y #Tlalnepantla para seguir promoviendo la paz a través del arte🎨, la cultura🎸y el deporte⚽️. RT @UNODCmexico: Como parte de estas actividades, @cesarlopezmusic llevó su #Escopetarra a #Cuautitlán y #Tlalnepantla para seguir promoviendo la paz a través del arte🎨, la cultura🎸y el deporte⚽️.;Twitter Web App;TRUE;
Cristian I. Piña C.;Cuautitlán Izcalli, México;Cristian Piña 35 años, apasionado del cine totalmente. soy un fiel seguidor de lo correcto. Soy feliz y disfruto la vida. Rio de mi mismo;5/6/2012;81;146;1;FALSE;5/6/2012;Listo para ver este show desde Cuautitlán Izcalli, edo. México. @franco_esca #Payaso @Cinepolis y lo padre es que si hay bandita en la sala!!🤡🤡🤡;Twitter for Android;FALSE;
FES CUAUTITLÁN UNAM;Cuautitlán, Estado de México.;Educación, investigación, cultura y deporte. Facultad de Estudios Superiores Cuautitlán FESC-UNAM. Cuenta oficial.;25/8/2011;10015;343;47;FALSE;25/8/2011;#CapriFESC XXV Foro Caprino 2022 (vía ZOOM y FLive). 🗓️ Viernes 20 de mayo de 2022 ✅ Registro:  🖱️ Visita:;Twitter Web App;FALSE;
Agencia Mexiquense de Noticias;Estado de México;Somos el sistema de #Noticias de @MexiquenseR y @MexiquenseTV. Llevamos hasta ti lo más importante del #Edoméx, #México 🇲🇽 y el Mundo 🌎 Canal 34.2 📺;11/4/2012;91636;674;327;TRUE;11/4/2012;#Cuautitlán || Durante la Jornada #FamiliasFuertes, la Titular de @EdomexSocial, @AlejandraDMV, entregó aparatos ortopédicos y mil #CanastasAlimenticias a #AdultosMayores. #AgenciaMxNoticias;Twitter Web App;TRUE;
Periódico de Izcalli;Cuautitlán Izcalli;Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli;21/12/2009;12319;297;43;FALSE;21/12/2009;😱¿Sabías que en #Izcalli hay una arena de luchas libres? Hay funciones cada 8 o 15 días, hay ricos alimentos y bebidas deliciosas. 🥊¡No te lo pierdas! Próxima función 7 de mayo a las 6 de la tarde en Av. Jiménez Cantú esq. con Av. Vía Satélite.;Twitter Web App;FALSE;
jose calderon;Valle de México;;1/5/2012;144;544;0;FALSE;1/5/2012;Presentó Aldo Ledezma su informe de los 100 días de gobierno en Cuautitlán;WordPress.com;FALSE;
Circuito.Mx;Estado de México;Autopista que conecta a 19 municipios del Edomex. Auxilio vial las 24 hrs al *ACEM (*2236) Atención al Cliente 1328-1236 Lunes a Viernes de 09:00 a 19:00 hrs.;17/8/2012;33558;112;163;FALSE;17/8/2012;#AvisoCEM 17:14 Se libera circulación, km 5+000, dirección Querétaro, Municipio de Cuautitlán Izcalli, se retiran manifestantes en la autopista México-Querétaro, fuera del CEM. Trabajamos para ti.;Twitter Web App;FALSE;
Karla Fiasco;Chipitongo el alto.;...La presidenta municipal..... Karla María Nicolasa Fiasco para servirle a Dios y Axel García.;18/1/2022;332;502;1;FALSE;18/1/2022;En otras noticias, ya comencé a hacer mi alcancia para operarme las chichis #izcalli;Twitter for Android;FALSE;
Karla Fiesco;Estado de México;;30/4/2011;7514;2326;31;FALSE;30/4/2011;Les comparto que seguimos avanzando para que nuestros elementos cuenten con las herramientas necesarias que garanticen la tranquilidad a Izcalli Pondremos fin a las conductas delictivas por el municipio que merecemos. #SomosFuturo;Twitter for iPhone;FALSE;
tusEmpleos;México, CDMX;🇲🇽 Sube tu CV o comienza a publicar tus empleos, nosotros no cobramos por vacante... ¡Completamente gratis para candidatos!;19/8/2014;7118;6474;38;FALSE;19/8/2014;Empleo: Médico radiólogo certificado, en #México #empleo #trabajo #méxico #felizjueves;tusempleos;FALSE;
La Alameda EdoMex;Estado de México ;Los desaparecidos no son banderas raídas ni miradas difusas ni sonrisas fallidas. Historias bordadas en las venas. No son botín.;24/11/2013;5878;1686;42;FALSE;24/11/2013;#TeBuscamos Ernesto Ortiz Vázquez. Cuautitlan Izcalli, Edo de Mex #EdoMex;La Alameda;FALSE;
tusEmpleos;México, CDMX;🇲🇽 Sube tu CV o comienza a publicar tus empleos, nosotros no cobramos por vacante... ¡Completamente gratis para candidatos!;19/8/2014;7118;6474;38;FALSE;19/8/2014;Urge: Laboratorista clínico, en #México #empleo #trabajo #méxico #felizjueves;tusempleos;FALSE;
Mi Espacio Informativo y Publicitario;Estado de México ;Comienza su vida laboral el dia 23 de diciembre de 2001 de elaborar un medio de comunicacion gratuito.;10/8/2011;268;645;2;FALSE;10/8/2011;En el programa Jornadas de Familias Fuertes del gobierno estatal, el presidente municipal Cuautitlán y la presidenta del sistema DIF, acompañaron a la secretaria de Desarrollo Social del Gobierno del Estado de México, a la entrega de apoyos asistenciales.;Twitter Web App;FALSE;
Pepe Couttolenc;Huixquilucan, México;Dirigente Estatal del @partidoverdeedomex. Papá enamorado, orgulloso ecologista 🌎 y adicto al deporte 🚴‍♂️. Luchando por un #FuturoVerde🌳;26/6/2015;5346;1517;24;TRUE;26/6/2015;🙋🏻‍♂️ Seguimos impulsando y socializando nuestras propuestas para una mejor gestión y tratamiento del agua en el municipio de Cuautitlán México, en compañía de #BrunoFigueroa, #RafaDorantes y @edelmiragrios.💧 #ChambaMataGrilla #EscasezHídrica #AguaParaSiempre;Twitter for iPhone;TRUE;
MeganoticiasTOL;Estado de México;El valor de estar bien informado con @magda_bastida De Lunes a Viernes 21:00 HRS y Sábados #ResumenSemanal 10:00 AM por el 151 de @Megacable;13/3/2014;5744;602;39;FALSE;13/3/2014;#Inseguridad | Elementos de Seguridad Pública de Cuautitlán Izcalli lograron la detención de dos sujetos por su presunta participación en el robo de dos vehículos pertenecientes a la empresa con razón social COPPEL. Nota:;Twitter Web App;FALSE;
i123;Mexico, Cuautitlan Izcalli;Somos un medio de comunicación que se desarrolla en Cuautitlán Izcalli, Estado de México. Creemos en el periodismo útil y ético.;3/12/2012;5053;142;17;FALSE;3/12/2012;El H. Ayuntamiento de #CuautitlánIzcalli, a través de la Comisaría de Seguridad Ciudadana, convoca a hombres y mujeres de 18 a 36 años para participar en el proceso de reclutamiento para incorporarse como #PolicíaMunicipal. #Noticas;Crowdfire App;FALSE;
tusEmpleos;México, CDMX;🇲🇽 Sube tu CV o comienza a publicar tus empleos, nosotros no cobramos por vacante... ¡Completamente gratis para candidatos!;19/8/2014;7118;6474;38;FALSE;19/8/2014;Vacante: Médico ultrasonografista, en #México #empleo #trabajo #méxico #felizjueves;tusempleos;FALSE;
Servicios Públicos;Metepec, México;Tel: 722 2358200 EXT. 2071 722 2358293 Av. Estado de Mexico 120 Barrio de San Miguel, Metepec Centro;22/1/2013;6709;323;10;FALSE;22/1/2013;La Dirección de Servicios Públicos realizó el mantenimiento del parque Escamilla de Izcalli Cuauhtémoc IV. #CuidadanosGobernando;Twitter for iPhone;FALSE;
La Alameda EdoMex;Estado de México ;Los desaparecidos no son banderas raídas ni miradas difusas ni sonrisas fallidas. Historias bordadas en las venas. No son botín.;24/11/2013;5878;1686;42;FALSE;24/11/2013;#TeBuscamos Elvia Vanesa Pineda Perez. Cuautitlan Izcalli, Edo de Mex @LaAlamedaToluca #Cuautitlán #EdoMex;La Alameda;TRUE;
La Alameda EdoMex;Estado de México ;Los desaparecidos no son banderas raídas ni miradas difusas ni sonrisas fallidas. Historias bordadas en las venas. No son botín.;24/11/2013;5878;1686;42;FALSE;24/11/2013;#TeBuscamos Eli Ivanhoe Muñiz Perez. Cuautitlan Izcalli, Edo de Mex @LaAlamcaedaToluca #Cuautitlán #EdoMex;La Alameda;FALSE;
Visión Urbana;Valle de México;Información y Noticias del Valle de México. Síguenos en Facebook https://www.facebook.com/VisionUrbanaMX;28/5/2010;5793;5866;41;FALSE;28/5/2010;Cuautitlán #Izcalli Continúa el proceso de selección del nuevo Cronista Municipal, la 5ª Regidora @Yareminava1 sigue recibiendo en audiencia a cada uno de los aspirantes, para junto a la presidenta municipal @KarlaFiesco elegir al mejor perfil para el Gobierno Municipal.;Twitter for iPhone;FALSE;
Grupo Autofin México;Ciudad de México, MX;Más de 100 empresas líderes en soluciones de movilidad, financieras y de turismo en México y E.U. 44 años de solidez y experiencia. http://grupoautofin.com;6/11/2017;661;414;4;FALSE;6/11/2017;Te esperamos en tu concesionario #IngenioAutomotriz, en #Cuautitlán:  #GrupoAutofinMéxico #SolidezyExperiencia RT @BuickMexico: Lo impresionante de la familia #Buick es que encuentras el lujo en todas partes. ¿Ya tienes la tuya?;Twitter Web App;FALSE;
Ejidal San Isidro;Cuautitlán Izcalli, México;#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli;2/5/2019;559;758;4;FALSE;2/5/2019;Vecino de Ejidal y Ampliación San Isidro. Mañana en punto de las 4:00 pm te esperamos para festejar a nuestros pequeños. ¡No faltes! 🥳🎉🎈 #Edomex #izcalli;Twitter Web App;FALSE;
Amedirh Talento;México, D.F.;Amedirh Talento, te da la oportunidad de que encuentres el mejor trabajo que se adapte a tus necesidades.;29/9/2011;4475;998;30;FALSE;29/9/2011;AYUDANTE GENERAL SAN MARCOS Requisitos: -Secundaria concluida -Mayor de edad con INE -Experiencia no requerida -Disponibilidad de horario Salario: $5,186.10 Zona: Cuautitlán Izcalli Postúlate en  o envía mensaje al 5526998522;Twitter Web App;FALSE;
Elseñor Creatura;guadalajara, méxico;mercenario de la mentira sistematizada;26/3/2010;225;1067;5;FALSE;26/3/2010;"hermoso... // ¡¡Y sigue la violencia en los conciertos!! Ahora le tocó a ""Cala"" De Villa, vocalista de Rostros Ocultos, quien en el festival del sábado pasado, en el León Cuautitlán le lanzaron un objeto que le afectó el pómulo derecho mientras cantaba su eterno éxito ""el final""";Twitter Web App;FALSE;
Zona Cero Noticias Edoméx;Estado de México;Portal web con las noticias y los hechos más relevantes ocurridos en el norte del Estado de México.;28/1/2013;12252;445;63;FALSE;28/1/2013;#ZCN | Encuentran a hombre sin vida, que habría muerto por un problema de salud, en el estacionamiento de Plaza Izcalli en Cuautitlán Izcalli.;Twitter for Android;FALSE;
Mex Storage Mini Bodegas;Distrito Federal, México;Renta de Mini bodegas a los mejores precios del mercado.☎️ (55) 11646464 📱5555049436 📍Insurgentes, Ermita, Periférico Sur e Izcalli.;22/3/2010;1331;1161;4;FALSE;22/3/2010;¡Aprovecha! Tu mini bodega más cerca de ti 📦🔐 #selfstorage #minibodegas #insurgentes #ermita #periferico #izcalli;Twitter for Android;FALSE;
Circuito.Mx;Estado de México;Autopista que conecta a 19 municipios del Edomex. Auxilio vial las 24 hrs al *ACEM (*2236) Atención al Cliente 1328-1236 Lunes a Viernes de 09:00 a 19:00 hrs.;17/8/2012;33555;112;163;FALSE;17/8/2012;#AvisoCEM 16:30 Circulación detenida, km 5+000, dirección Querétaro, Municipio de Cuautitlán Izcalli, por presencia de manifestantes en la autopista México-Querétaro, fuera del CEM. ¡Tome alternativas!;Twitter Web App;FALSE;
PAOT;Ciudad de México;Cuenta oficial de la Procuraduría Ambiental y del Ordenamiento Territorial de la Ciudad de México.;24/9/2009;46889;1412;294;FALSE;24/9/2009;Paquita fue entregada con su nueva familia en Cuatitlán Izcalli tras su #AdopcionResponsable. Ella junto con otros 31 perritos fueron rescatados por PAOT el pasado 3 de enero de un inmueble de Azcapotzalco.;Twitter for Android;TRUE;
Junta Distrital 37;Cuautitlán México;Junta Distrital Ejecutiva N°37 Cuautitlán;22/1/2022;7;29;0;FALSE;22/1/2022;No te pierdas hoy la Presentación Nacional de Resultados de la #ConsultaInfantilyJuvenil2021 con la participación del #INE #Cuautitlan . 📝Jueves 28 de abril de 2022 🕔17:00 hrs. 🌍Sigue la transmisión en;Twitter Web App;FALSE;
Omar Tapia Informa;;;18/3/2016;713;69;2;FALSE;18/3/2016;También mañana VIERNES, en Bosques del Lago, Cuautitlán #Izcalli, aprovechen esta nueva jornada de VACUNACIÓN contra Covid-19.;Twitter for iPhone;FALSE;
Mirna;;Mi carácter;30/9/2021;3;211;0;FALSE;30/9/2021;Toman la caseta de Cuautitlán- Querétaro. ¿Dónde está la guardia nacional? Es prioritario liberarla sin violencia, pero liberarla.;Twitter for Android;FALSE;
Gusky;;;15/11/2012;28;138;0;FALSE;15/11/2012;Ya dejen pasar caseta cuautitlan;Twitter for iPhone;FALSE;
Reporte Diario;;;3/8/2018;1550;405;7;FALSE;3/8/2018;#ReporteDiario #HaceUnosMomentos Cuerpos de emergencia confirmaron la muerte de un hombre debido a un aparente infarto. Los hechos se suscitaron cuando la víctima se encontraba a bordo de su vehículo, el cual estaba estacionado en la Plaza Cuautitlán, en #Izcalli, #Edomex.;Twitter for iPad;FALSE;
Omar Tapia Informa;;;18/3/2016;713;69;2;FALSE;18/3/2016;Recuerden que mañana VIERNES es la macro jornada de AUDICIÓN en Cuautitlán #Izcalli. Compartan la información y a quien le interese uno de estos aparatos que mande mensaje por whats app, esperando todavía haya lugares. 55 69 62 98 25.;Twitter for iPhone;FALSE;
Ratiovark;;Spammer, diseñador, streamer, ocioso, escritor, buen amigo y mal comediante. Un don nadie que aspira a ser famoso algún día. | CEO Tedi Warrior Studios.;14/10/2011;794;251;7;FALSE;14/10/2011;¡Amigos! Este viernes, sábado y domingo voy a estar en C. Izcalli en el Bazar Juvenil vendiendo mis cosas 😃 Para que pasen a saludar.;Twitter Web App;FALSE;
Periódico de Izcalli;Cuautitlán Izcalli;Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli;21/12/2009;12317;297;43;FALSE;21/12/2009;👉🏽⚠️ Fallece hombre en estacionamiento de Plaza Periférico Cuautitlán, en la colonia Arcos del Alba #Izcalli. De acuerdo a reportes, el varón habría fallecido a consecuencia de un infarto, tras la revisión de paramédicos. La zona se encuentra acordonada por la policía municipal.;Twitter for Android;TRUE;
Punto Medio;Cuautitlán Izcalli;Punto Medio te informa de manera seria y profesional sobre las noticias más relevantes ocurridas en Cuautitlán Izcalli. Búscanos en puestos de periódicos.;1/7/2010;8900;3042;38;FALSE;1/7/2010;✂️💈🧒🏻 Cortes de cabello de niño, TOTALMENTE GRATUITOS, este 30 de abril en El Gallo Barber Spa. 📍 Calle Granados, esquina con Pinguicas, Cuautitlán #Izcalli (como referencia una calle antes de Tacos Manolos, en dirección a los Gringos).;Twitter for Android;FALSE;
Redsockspugie;;(𝑅) 𝑑𝑒 𝑅𝑒𝑖𝑛𝑎 𝑦 𝑢𝑛𝑎 𝐷 𝑝𝑎𝑟𝑎 𝐷𝑟𝑎𝑚𝑎.;9/4/2018;1375;1158;0;FALSE;9/4/2018;Izcalli no está listo para recibir otra vez en sus brazos a su miss cuautitlan Izcalli 2012;Twitter for Android;FALSE;
FES CUAUTITLÁN UNAM;Cuautitlán, Estado de México.;Educación, investigación, cultura y deporte. Facultad de Estudios Superiores Cuautitlán FESC-UNAM. Cuenta oficial.;25/8/2011;10013;343;47;FALSE;25/8/2011;Talleres #FESCuautitlán ¡Inscribete! 📝 🔸 Estrategias de aprendizaje 🔸 Habilidades directivas 🔸 Gestiona tu estrés y tú ansiedad 🔸 Ansiedad, depresión y suicidio Visita:;Twitter Web App;FALSE;
Punto Medio;Cuautitlán Izcalli;Punto Medio te informa de manera seria y profesional sobre las noticias más relevantes ocurridas en Cuautitlán Izcalli. Búscanos en puestos de periódicos.;1/7/2010;8900;3042;38;FALSE;1/7/2010;🧑🏻‍💻💵📱¡Oportunidad de empleo! Call Center solicita operadores telefónicos, zona Cuautitlán #Izcalli.;Twitter for Android;FALSE;
Operagua Izcalli O.P.D.M.;Cuautitlán Izcalli, México;Organismo de Agua Potable, Alcantarillado y Saneamiento de Cuautitlán Izcalli, Estado de México;30/12/2015;6478;78;21;FALSE;30/12/2015;El futuro de Izcalli está en nuestras niñas y niños. Incentivar una cultura hídrica en una de las esferas sociales más importantes, es elemental para asegurar un porvenir sostenible. En la escuela Tepchalli ubicada en la colonia Francisco Villa, las compañeras promotoras de;Twitter for iPhone;FALSE;
Periódico de Izcalli;Cuautitlán Izcalli;Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli;21/12/2009;12314;297;43;FALSE;21/12/2009;⚠🤓 Lentes desde 180 hasta 400 pesos acercará #Devlyn a vecinos de #Izcalli, tras firmar convenio con @GobIzcalli Detalles 👇;Twitter Web App;FALSE;
El Michi de Izcalli (en bici) 🐈🚴🏻💫🔥;Infonavit Cuautitlan Izcalli N;Soy lo mejor de lo peor, lo + caro de la barata, Intelectual y analfabeta, Algo de números, algo de letras... Soy donde vengo y a donde voy 🏳️‍🌈😻🐈🚴📸✈️🏎️;29/3/2011;1326;984;15;FALSE;29/3/2011;Hoy me encontré a una tía de Chimalhuacán y a mi prima en la avenida principal de Izcalli Les chocó un Chevy por detrás Ellas me reconocieron desde 80mts atrás 😍🤍 La bici también te hace más cercano a TODXS y sin querer hasta a tu familia;Twitter for iPhone;FALSE;
AECHAC NACIONAL;;Asociación de Empresarios y Ciudades Hermanas AECHAC, creando hermanamientos nacionales e internacionales. http://aechac.com;1/9/2021;30;62;0;FALSE;1/9/2021;"Super Equipo en Cuatitlan Izcalli Lic. Vero Mejía y Dra. Lety Mota. ""Integración es nuestra fuerza""  #aechacdigital";Twitter for Android;FALSE;
AECHAC NACIONAL;;Asociación de Empresarios y Ciudades Hermanas AECHAC, creando hermanamientos nacionales e internacionales. http://aechac.com;1/9/2021;30;62;0;FALSE;1/9/2021;"Presidenta de Jóvenes Emprendedores EDOMEX Aechac, Trabajando en Cuautitlan México. Director de Gobierno y Director de Seguridad Publica. ""Integración es nuestra fuerza""  #aechacdigital";Twitter for Android;FALSE;
